doc_id,doc_type,issue_date,url,filepath_in_repo
434,Sắc lệnh,30-08-1945,https://vanban.chinhphu.vn/?pageid=27160&docid=434,documents/Sắc lệnh/1945_08_30_01.md
443,Sắc lệnh,01-09-1945,https://vanban.chinhphu.vn/?pageid=27160&docid=443,../documents/Sắc lệnh/1945_09_01_03.md
443,Sắc lệnh,01-09-1945,https://vanban.chinhphu.vn/?pageid=27160&docid=443,../documents/Sắc lệnh/1945_09_01_03.md
443,Sắc lệnh,01-09-1945,https://vanban.chinhphu.vn/?pageid=27160&docid=443,../documents/Sắc lệnh/1945_09_01_03.md
